name,output,confidence,reason,check_frame
295_莫干山_漂流_裁剪分割__CV022_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\295_莫干山_漂流_裁剪分割__CV022_S007__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=54.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0466.jpg
297_莫干山_漂流_裁剪分割__CV022_S009.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\297_莫干山_漂流_裁剪分割__CV022_S009__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.8% h=71.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0468.jpg
298_莫干山_漂流_裁剪分割__CV022_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\298_莫干山_漂流_裁剪分割__CV022_S010__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0469.jpg
300_莫干山_漂流_裁剪分割__CV022_S012.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\300_莫干山_漂流_裁剪分割__CV022_S012__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=55.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0471.jpg
301_莫干山_漂流_裁剪分割__CV022_S013.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\301_莫干山_漂流_裁剪分割__CV022_S013__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.1% h=56.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0472.jpg
306_莫干山_漂流_裁剪分割__CV022_S018.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\306_莫干山_漂流_裁剪分割__CV022_S018__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0477.jpg
310_莫干山_漂流_裁剪分割__CV022_S022.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\310_莫干山_漂流_裁剪分割__CV022_S022__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0481.jpg
314_莫干山_漂流_裁剪分割__CV022_S026.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\314_莫干山_漂流_裁剪分割__CV022_S026__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.1% h=68.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0485.jpg
316_莫干山_漂流_裁剪分割__CV022_S028.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\316_莫干山_漂流_裁剪分割__CV022_S028__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=55.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0487.jpg
318_莫干山_漂流_裁剪分割__CV022_S030.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\318_莫干山_漂流_裁剪分割__CV022_S030__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.6% h=55.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0489.jpg
320_莫干山_漂流_裁剪分割__CV022_S032.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\320_莫干山_漂流_裁剪分割__CV022_S032__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.1% h=64.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0491.jpg
321_莫干山_漂流_裁剪分割__CV022_S033.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\321_莫干山_漂流_裁剪分割__CV022_S033__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=55.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0492.jpg
324_莫干山_漂流_裁剪分割__CV022_S036.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\324_莫干山_漂流_裁剪分割__CV022_S036__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.9% h=51.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0495.jpg
325_莫干山_漂流_裁剪分割__CV022_S037.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\325_莫干山_漂流_裁剪分割__CV022_S037__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=73.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0496.jpg
328_莫干山_漂流_裁剪分割__CV022_S040.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\328_莫干山_漂流_裁剪分割__CV022_S040__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0499.jpg
329_莫干山_漂流_裁剪分割__CV022_S041.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\漂流\裁切废料\329_莫干山_漂流_裁剪分割__CV022_S041__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=61.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0500.jpg
003_莫干山_茶山越野车__S_V001_S017.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\茶山越野车\裁切废料\003_莫干山_茶山越野车__S_V001_S017__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0506.jpg
004_莫干山_茶山越野车__S_V005_S021.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\茶山越野车\裁切废料\004_莫干山_茶山越野车__S_V005_S021__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.8% h=71.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0507.jpg
009_莫干山_高山滑道__S_V021_S004.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高山滑道\裁切废料\009_莫干山_高山滑道__S_V021_S004__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.4% h=46.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0513.jpg
001_莫干山_高空滑索__S_V001_S005.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\高空滑索\裁切废料\001_莫干山_高空滑索__S_V001_S005__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=46.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0518.jpg
004_莫干山_麻将__A_V016_S044.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\05_项目活动\麻将\裁切废料\004_莫干山_麻将__A_V016_S044__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0521.jpg
002_莫干山_加油欢呼互动__S_V021_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\加油欢呼互动\裁切废料\002_莫干山_加油欢呼互动__S_V021_S002__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0522.jpg
001_莫干山_团队合照__S_V001_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队合照\裁切废料\001_莫干山_团队合照__S_V001_S008__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0524.jpg
004_莫干山_团队游戏挑战__S_V006_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\裁切废料\004_莫干山_团队游戏挑战__S_V006_S020__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0528.jpg
006_莫干山_团队游戏挑战__S_V013_S011.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\裁切废料\006_莫干山_团队游戏挑战__S_V013_S011__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0529.jpg
016_莫干山_团队游戏挑战__S_V021_S022_待人工确认.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\裁切废料\016_莫干山_团队游戏挑战__S_V021_S022_待人工确认__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0530.jpg
020_莫干山_团队游戏挑战__S_V023_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\团队游戏挑战\裁切废料\020_莫干山_团队游戏挑战__S_V023_S016__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0532.jpg
003_莫干山_草坪团建游戏__S_V023_S015.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\06_团队互动\草坪团建游戏\裁切废料\003_莫干山_草坪团建游戏__S_V023_S015__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0535.jpg
129_莫干山_烧烤露营夜场_裁剪分割__CV008_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\129_莫干山_烧烤露营夜场_裁剪分割__CV008_S006__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.4% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0538.jpg
130_莫干山_烧烤露营夜场_裁剪分割__CV008_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\130_莫干山_烧烤露营夜场_裁剪分割__CV008_S007__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=80.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0539.jpg
133_莫干山_烧烤露营夜场_裁剪分割__CV008_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\133_莫干山_烧烤露营夜场_裁剪分割__CV008_S010__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.4% h=67.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0542.jpg
135_莫干山_烧烤露营夜场_裁剪分割__CV008_S012.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\135_莫干山_烧烤露营夜场_裁剪分割__CV008_S012__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=67.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0544.jpg
138_莫干山_烧烤露营夜场_裁剪分割__CV008_S015.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\138_莫干山_烧烤露营夜场_裁剪分割__CV008_S015__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.7% h=58.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0547.jpg
139_莫干山_烧烤露营夜场_裁剪分割__CV008_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\139_莫干山_烧烤露营夜场_裁剪分割__CV008_S016__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0548.jpg
140_莫干山_烧烤露营夜场_裁剪分割__CV008_S017.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\140_莫干山_烧烤露营夜场_裁剪分割__CV008_S017__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.7% h=66.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0549.jpg
141_莫干山_烧烤露营夜场_裁剪分割__CV008_S018.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\141_莫干山_烧烤露营夜场_裁剪分割__CV008_S018__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.2% h=62.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0550.jpg
142_莫干山_烧烤露营夜场_裁剪分割__CV008_S019.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\裁切废料\142_莫干山_烧烤露营夜场_裁剪分割__CV008_S019__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0551.jpg
001_莫干山_夜间娱乐__A_V001_S039.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\001_莫干山_夜间娱乐__A_V001_S039__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=63.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0557.jpg
004_莫干山_夜间娱乐__S_V007_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\004_莫干山_夜间娱乐__S_V007_S006__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.7% h=58.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0559.jpg
005_莫干山_夜间娱乐__S_V007_S013.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\005_莫干山_夜间娱乐__S_V007_S013__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=72.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0560.jpg
009_莫干山_夜间娱乐__S_V013_S001.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\009_莫干山_夜间娱乐__S_V013_S001__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=56.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0561.jpg
011_莫干山_夜间娱乐__S_V013_S016.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\011_莫干山_夜间娱乐__S_V013_S016__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=9.7% h=53.9%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0562.jpg
013_莫干山_夜间娱乐__A_V021_S029.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\013_莫干山_夜间娱乐__A_V021_S029__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.9% h=72.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0563.jpg
001_莫干山_烧烤__S_V001_S019.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\001_莫干山_烧烤__S_V001_S019__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0569.jpg
005_莫干山_烧烤__S_V005_S029.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\005_莫干山_烧烤__S_V005_S029__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0571.jpg
006_莫干山_烧烤__S_V005_S030.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\006_莫干山_烧烤__S_V005_S030__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=74.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0572.jpg
011_莫干山_烧烤__S_V013_S014.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\011_莫干山_烧烤__S_V013_S014__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.1% h=64.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0575.jpg
017_莫干山_烧烤__S_V021_S026.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\017_莫干山_烧烤__S_V021_S026__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.9% h=47.1%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0579.jpg
019_莫干山_烧烤__S_V023_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\019_莫干山_烧烤__S_V023_S025__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=68.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0580.jpg
001_莫干山_篝火__A_V001_S003.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\001_莫干山_篝火__A_V001_S003__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=73.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0582.jpg
013_莫干山_篝火__S_V021_S041.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\013_莫干山_篝火__S_V021_S041__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0587.jpg
005_莫干山_露营__S_V016_S031.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\005_莫干山_露营__S_V016_S031__裁切废料.mp4,0.9,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0590.jpg
009_莫干山_露营__S_V021_S008.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\009_莫干山_露营__S_V021_S008__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0591.jpg
011_莫干山_露营__S_V023_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\011_莫干山_露营__S_V023_S020__裁切废料.mp4,0.74,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.2%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0593.jpg
005_莫干山_露营吃东西__S_V007_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\005_莫干山_露营吃东西__S_V007_S007__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=69.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0598.jpg
003_莫干山_图文海报__S_V009_S003.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\003_莫干山_图文海报__S_V009_S003__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=57.7%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0603.jpg
006_莫干山_图文海报__S_V009_S006.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\006_莫干山_图文海报__S_V009_S006__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=56.6%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0606.jpg
017_莫干山_图文海报__S_V012_S002.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\017_莫干山_图文海报__S_V012_S002__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.4%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0614.jpg
010_莫干山_方案讲解__S_V004_S010.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\010_莫干山_方案讲解__S_V004_S010__裁切废料.mp4,0.95,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=60.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0615.jpg
013_莫干山_方案讲解__S_V004_S017.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\013_莫干山_方案讲解__S_V004_S017__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.8% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0617.jpg
014_莫干山_方案讲解__S_V004_S018.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\014_莫干山_方案讲解__S_V004_S018__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.5% h=55.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0618.jpg
016_莫干山_方案讲解__S_V004_S020.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\016_莫干山_方案讲解__S_V004_S020__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.7% h=70.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0620.jpg
021_莫干山_方案讲解__S_V004_S025.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\021_莫干山_方案讲解__S_V004_S025__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.3% h=65.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0622.jpg
025_莫干山_方案讲解__S_V004_S029.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\025_莫干山_方案讲解__S_V004_S029__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.7% h=72.8%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0626.jpg
030_莫干山_方案讲解__S_V004_S034.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\030_莫干山_方案讲解__S_V004_S034__裁切废料.mp4,0.7,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.9% h=71.3%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0627.jpg
001_莫干山_待人工分类_裁剪分割__CV002_S001.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\001_莫干山_待人工分类_裁剪分割__CV002_S001__裁切废料.mp4,0.58,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0629.jpg
003_莫干山_待人工分类_裁剪分割__CV002_S003.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\003_莫干山_待人工分类_裁剪分割__CV002_S003__裁切废料.mp4,0.82,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.1% h=69.5%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0631.jpg
007_莫干山_待人工分类_裁剪分割__CV002_S007.mp4,D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\007_莫干山_待人工分类_裁剪分割__CV002_S007__裁切废料.mp4,0.86,裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）,C:\Users\z\AppData\Local\Temp\scene_title_check_5rhmyk87\0635.jpg
