library,path,relative_path,width,height,duration,size_mb,mtime
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山天际塔\014_莫干山_莫干山天际塔__S_V024_S006.mp4,01_环境空镜\莫干山天际塔\014_莫干山_莫干山天际塔__S_V024_S006.mp4,720,454,0.967,0.076,2026-07-03T14:15:41
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山天际塔\015_莫干山_莫干山天际塔__S_V024_S016.mp4,01_环境空镜\莫干山天际塔\015_莫干山_莫干山天际塔__S_V024_S016.mp4,720,454,0.767,0.081,2026-07-03T14:15:43
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山天际塔\016_莫干山_莫干山天际塔__S_V024_S042.mp4,01_环境空镜\莫干山天际塔\016_莫干山_莫干山天际塔__S_V024_S042.mp4,720,454,2.167,0.214,2026-07-03T14:15:45
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\001_莫干山_莫干山风景__S_V001_S026.mp4,01_环境空镜\莫干山风景\001_莫干山_莫干山风景__S_V001_S026.mp4,1080,792,2.5,1.067,2026-07-03T14:15:49
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\002_莫干山_莫干山风景__S_V005_S005.mp4,01_环境空镜\莫干山风景\002_莫干山_莫干山风景__S_V005_S005.mp4,720,664,1.6,0.203,2026-07-03T14:15:51
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\003_莫干山_莫干山风景__S_V005_S006.mp4,01_环境空镜\莫干山风景\003_莫干山_莫干山风景__S_V005_S006.mp4,720,564,1.633,0.166,2026-07-03T14:15:53
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\004_莫干山_莫干山风景__S_V006_S005.mp4,01_环境空镜\莫干山风景\004_莫干山_莫干山风景__S_V006_S005.mp4,720,608,2.1,0.129,2026-07-03T14:15:56
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\005_莫干山_莫干山风景__S_V010_S002.mp4,01_环境空镜\莫干山风景\005_莫干山_莫干山风景__S_V010_S002.mp4,720,484,0.933,0.237,2026-07-03T14:15:58
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\006_莫干山_莫干山风景__S_V010_S003.mp4,01_环境空镜\莫干山风景\006_莫干山_莫干山风景__S_V010_S003.mp4,720,504,1.1,0.048,2026-07-03T14:16:00
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\007_莫干山_莫干山风景__S_V011_S006.mp4,01_环境空镜\莫干山风景\007_莫干山_莫干山风景__S_V011_S006.mp4,720,372,5.0,0.458,2026-07-03T14:16:04
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\008_莫干山_莫干山风景__S_V011_S019.mp4,01_环境空镜\莫干山风景\008_莫干山_莫干山风景__S_V011_S019.mp4,720,406,3.6,0.525,2026-07-03T14:16:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\009_莫干山_莫干山风景__S_V013_S019.mp4,01_环境空镜\莫干山风景\009_莫干山_莫干山风景__S_V013_S019.mp4,720,610,1.2,0.464,2026-07-03T14:16:09
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\011_莫干山_莫干山风景__S_V014_S001.mp4,01_环境空镜\莫干山风景\011_莫干山_莫干山风景__S_V014_S001.mp4,2160,1366,3.6,1.789,2026-07-03T14:16:18
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\012_莫干山_莫干山风景__S_V014_S002.mp4,01_环境空镜\莫干山风景\012_莫干山_莫干山风景__S_V014_S002.mp4,2160,1366,1.733,0.976,2026-07-03T14:16:22
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\013_莫干山_莫干山风景__A_V014_S003.mp4,01_环境空镜\莫干山风景\013_莫干山_莫干山风景__A_V014_S003.mp4,2160,1374,2.2,0.57,2026-07-03T14:16:27
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\014_莫干山_莫干山风景__A_V014_S004.mp4,01_环境空镜\莫干山风景\014_莫干山_莫干山风景__A_V014_S004.mp4,2160,1370,1.133,0.332,2026-07-03T14:16:30
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\015_莫干山_莫干山风景__S_V015_S002.mp4,01_环境空镜\莫干山风景\015_莫干山_莫干山风景__S_V015_S002.mp4,720,564,1.6,0.084,2026-07-03T14:16:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\016_莫干山_莫干山风景__S_V015_S003.mp4,01_环境空镜\莫干山风景\016_莫干山_莫干山风景__S_V015_S003.mp4,720,580,1.6,0.079,2026-07-03T14:16:34
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\017_莫干山_莫干山风景__S_V015_S004.mp4,01_环境空镜\莫干山风景\017_莫干山_莫干山风景__S_V015_S004.mp4,720,528,1.6,0.16,2026-07-03T14:16:36
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\018_莫干山_莫干山风景__S_V015_S007.mp4,01_环境空镜\莫干山风景\018_莫干山_莫干山风景__S_V015_S007.mp4,720,588,1.567,0.063,2026-07-03T14:16:37
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\019_莫干山_莫干山风景__S_V015_S008.mp4,01_环境空镜\莫干山风景\019_莫干山_莫干山风景__S_V015_S008.mp4,720,536,1.5,0.088,2026-07-03T14:16:39
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\020_莫干山_莫干山风景__S_V015_S009.mp4,01_环境空镜\莫干山风景\020_莫干山_莫干山风景__S_V015_S009.mp4,720,504,1.6,0.175,2026-07-03T14:16:41
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\021_莫干山_莫干山风景__S_V015_S010.mp4,01_环境空镜\莫干山风景\021_莫干山_莫干山风景__S_V015_S010.mp4,720,454,1.6,0.032,2026-07-03T14:16:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\022_莫干山_莫干山风景__S_V015_S011.mp4,01_环境空镜\莫干山风景\022_莫干山_莫干山风景__S_V015_S011.mp4,720,568,1.5,0.07,2026-07-03T14:16:44
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\023_莫干山_莫干山风景__S_V015_S012.mp4,01_环境空镜\莫干山风景\023_莫干山_莫干山风景__S_V015_S012.mp4,720,412,1.533,0.09,2026-07-03T14:16:45
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\024_莫干山_莫干山风景__S_V018_S001.mp4,01_环境空镜\莫干山风景\024_莫干山_莫干山风景__S_V018_S001.mp4,720,458,1.9,0.177,2026-07-03T14:16:47
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\025_莫干山_莫干山风景__S_V018_S003.mp4,01_环境空镜\莫干山风景\025_莫干山_莫干山风景__S_V018_S003.mp4,720,502,1.8,0.096,2026-07-03T14:16:49
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\026_莫干山_莫干山风景__S_V018_S027.mp4,01_环境空镜\莫干山风景\026_莫干山_莫干山风景__S_V018_S027.mp4,720,506,1.533,0.065,2026-07-03T14:16:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\027_莫干山_莫干山风景__S_V023_S002.mp4,01_环境空镜\莫干山风景\027_莫干山_莫干山风景__S_V023_S002.mp4,720,548,1.333,0.175,2026-07-03T14:16:52
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景\028_莫干山_莫干山风景__A_V025_S002.mp4,01_环境空镜\莫干山风景\028_莫干山_莫干山风景__A_V025_S002.mp4,1080,708,1.0,0.059,2026-07-03T14:16:53
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\001_莫干山_莫干山风景俯拍__S_V006_S012.mp4,01_环境空镜\莫干山风景俯拍\001_莫干山_莫干山风景俯拍__S_V006_S012.mp4,720,608,1.1,0.121,2026-07-03T14:16:55
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\002_莫干山_莫干山风景俯拍__B_V006_S021.mp4,01_环境空镜\莫干山风景俯拍\002_莫干山_莫干山风景俯拍__B_V006_S021.mp4,720,608,1.167,0.102,2026-07-03T14:16:56
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\003_莫干山_莫干山风景俯拍__S_V011_S005.mp4,01_环境空镜\莫干山风景俯拍\003_莫干山_莫干山风景俯拍__S_V011_S005.mp4,720,336,1.433,0.11,2026-07-03T14:16:58
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\004_莫干山_莫干山风景俯拍__S_V011_S016.mp4,01_环境空镜\莫干山风景俯拍\004_莫干山_莫干山风景俯拍__S_V011_S016.mp4,720,410,1.367,0.334,2026-07-03T14:17:00
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\005_莫干山_莫干山风景俯拍__S_V011_S018.mp4,01_环境空镜\莫干山风景俯拍\005_莫干山_莫干山风景俯拍__S_V011_S018.mp4,720,454,2.4,0.511,2026-07-03T14:17:03
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\006_莫干山_莫干山风景俯拍__S_V023_S023.mp4,01_环境空镜\莫干山风景俯拍\006_莫干山_莫干山风景俯拍__S_V023_S023.mp4,720,644,2.033,0.577,2026-07-03T14:17:05
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\007_莫干山_莫干山风景俯拍__S_V024_S010.mp4,01_环境空镜\莫干山风景俯拍\007_莫干山_莫干山风景俯拍__S_V024_S010.mp4,720,472,2.2,0.47,2026-07-03T14:17:08
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\008_莫干山_莫干山风景俯拍__S_V024_S035.mp4,01_环境空镜\莫干山风景俯拍\008_莫干山_莫干山风景俯拍__S_V024_S035.mp4,720,456,0.833,0.083,2026-07-03T14:17:10
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\009_莫干山_莫干山风景俯拍__S_V024_S036.mp4,01_环境空镜\莫干山风景俯拍\009_莫干山_莫干山风景俯拍__S_V024_S036.mp4,720,456,1.0,0.121,2026-07-03T14:17:11
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\010_莫干山_莫干山风景俯拍__S_V024_S037.mp4,01_环境空镜\莫干山风景俯拍\010_莫干山_莫干山风景俯拍__S_V024_S037.mp4,720,502,1.2,0.173,2026-07-03T14:17:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\011_莫干山_莫干山风景俯拍__S_V025_S005.mp4,01_环境空镜\莫干山风景俯拍\011_莫干山_莫干山风景俯拍__S_V025_S005.mp4,1080,712,0.933,0.285,2026-07-03T14:17:15
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\莫干山风景俯拍\012_莫干山_莫干山风景俯拍__A_V025_S027.mp4,01_环境空镜\莫干山风景俯拍\012_莫干山_莫干山风景俯拍__A_V025_S027.mp4,1080,706,0.8,0.278,2026-07-03T14:17:17
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\002_莫干山_大巴集合出发__S_V006_S006.mp4,02_出发抵达\大巴集合出发\002_莫干山_大巴集合出发__S_V006_S006.mp4,720,608,1.4,0.074,2026-07-03T14:17:23
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\004_莫干山_大巴集合出发__S_V016_S002.mp4,02_出发抵达\大巴集合出发\004_莫干山_大巴集合出发__S_V016_S002.mp4,1080,1068,2.567,1.202,2026-07-03T14:17:33
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\005_莫干山_大巴集合出发__S_V016_S011.mp4,02_出发抵达\大巴集合出发\005_莫干山_大巴集合出发__S_V016_S011.mp4,1080,820,3.233,1.078,2026-07-03T14:17:37
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\006_莫干山_大巴集合出发__S_V016_S012.mp4,02_出发抵达\大巴集合出发\006_莫干山_大巴集合出发__S_V016_S012.mp4,1080,912,1.167,0.313,2026-07-03T14:17:39
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\007_莫干山_大巴集合出发__S_V016_S013.mp4,02_出发抵达\大巴集合出发\007_莫干山_大巴集合出发__S_V016_S013.mp4,1080,1066,1.8,0.895,2026-07-03T14:17:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\008_莫干山_大巴集合出发__S_V016_S014.mp4,02_出发抵达\大巴集合出发\008_莫干山_大巴集合出发__S_V016_S014.mp4,1080,1056,2.2,1.615,2026-07-03T14:17:45
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\009_莫干山_大巴集合出发__A_V016_S053.mp4,02_出发抵达\大巴集合出发\009_莫干山_大巴集合出发__A_V016_S053.mp4,1080,844,2.567,1.227,2026-07-03T14:17:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\大巴集合出发\011_莫干山_大巴集合出发__S_V023_S009.mp4,02_出发抵达\大巴集合出发\011_莫干山_大巴集合出发__S_V023_S009.mp4,720,548,1.8,0.424,2026-07-03T14:17:54
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\山路抵达\001_莫干山_山路抵达__S_V001_S012.mp4,02_出发抵达\山路抵达\001_莫干山_山路抵达__S_V001_S012.mp4,1080,1076,2.267,1.419,2026-07-03T14:17:58
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\山路抵达\002_莫干山_山路抵达__S_V006_S004.mp4,02_出发抵达\山路抵达\002_莫干山_山路抵达__S_V006_S004.mp4,720,608,0.833,0.11,2026-07-03T14:18:00
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\02_出发抵达\山路抵达\003_莫干山_山路抵达__S_V013_S007.mp4,02_出发抵达\山路抵达\003_莫干山_山路抵达__S_V013_S007.mp4,720,608,2.0,0.152,2026-07-03T14:18:02
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\别墅KTV棋牌室\002_莫干山_别墅KTV棋牌室__B_V014_S021.mp4,03_住宿空间\别墅KTV棋牌室\002_莫干山_别墅KTV棋牌室__B_V014_S021.mp4,2160,1438,1.567,0.385,2026-07-03T14:18:08
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\别墅KTV棋牌室\003_莫干山_别墅KTV棋牌室__S_V022_S021.mp4,03_住宿空间\别墅KTV棋牌室\003_莫干山_别墅KTV棋牌室__S_V022_S021.mp4,720,496,2.167,0.084,2026-07-03T14:18:10
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\001_莫干山_民宿外观__S_V005_S008.mp4,03_住宿空间\民宿外观\001_莫干山_民宿外观__S_V005_S008.mp4,720,640,2.1,1.023,2026-07-03T14:18:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\002_莫干山_民宿外观__S_V006_S007.mp4,03_住宿空间\民宿外观\002_莫干山_民宿外观__S_V006_S007.mp4,720,608,2.033,0.176,2026-07-03T14:18:15
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\003_莫干山_民宿外观__S_V007_S001.mp4,03_住宿空间\民宿外观\003_莫干山_民宿外观__S_V007_S001.mp4,720,718,1.733,0.789,2026-07-03T14:18:17
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\004_莫干山_民宿外观__S_V007_S003.mp4,03_住宿空间\民宿外观\004_莫干山_民宿外观__S_V007_S003.mp4,720,616,2.6,0.821,2026-07-03T14:18:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\005_莫干山_民宿外观__B_V014_S005.mp4,03_住宿空间\民宿外观\005_莫干山_民宿外观__B_V014_S005.mp4,2160,1366,1.1,0.494,2026-07-03T14:18:23
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\006_莫干山_民宿外观__S_V018_S006.mp4,03_住宿空间\民宿外观\006_莫干山_民宿外观__S_V018_S006.mp4,720,454,2.0,0.208,2026-07-03T14:18:25
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\007_莫干山_民宿外观__S_V022_S008.mp4,03_住宿空间\民宿外观\007_莫干山_民宿外观__S_V022_S008.mp4,720,454,1.0,0.142,2026-07-03T14:18:27
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\008_莫干山_民宿外观__S_V022_S009.mp4,03_住宿空间\民宿外观\008_莫干山_民宿外观__S_V022_S009.mp4,720,454,1.4,0.178,2026-07-03T14:18:28
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\009_莫干山_民宿外观__S_V022_S025.mp4,03_住宿空间\民宿外观\009_莫干山_民宿外观__S_V022_S025.mp4,720,530,2.0,0.302,2026-07-03T14:18:31
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿外观\010_莫干山_民宿外观__S_V025_S003.mp4,03_住宿空间\民宿外观\010_莫干山_民宿外观__S_V025_S003.mp4,1080,636,0.933,0.265,2026-07-03T14:18:33
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿庭院\002_莫干山_民宿庭院__S_V016_S040.mp4,03_住宿空间\民宿庭院\002_莫干山_民宿庭院__S_V016_S040.mp4,1080,762,2.733,0.482,2026-07-03T14:18:39
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿泳池\001_莫干山_民宿泳池__S_V005_S010.mp4,03_住宿空间\民宿泳池\001_莫干山_民宿泳池__S_V005_S010.mp4,720,680,1.333,0.192,2026-07-03T14:18:40
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿泳池\002_莫干山_民宿泳池__S_V005_S011.mp4,03_住宿空间\民宿泳池\002_莫干山_民宿泳池__S_V005_S011.mp4,720,530,1.2,0.325,2026-07-03T14:18:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\民宿泳池\003_莫干山_民宿泳池__S_V006_S028.mp4,03_住宿空间\民宿泳池\003_莫干山_民宿泳池__S_V006_S028.mp4,720,608,1.567,0.083,2026-07-03T14:18:44
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\湖景露台\001_莫干山_湖景露台__B_V014_S022.mp4,03_住宿空间\湖景露台\001_莫干山_湖景露台__B_V014_S022.mp4,2160,1442,1.6,0.536,2026-07-03T14:18:47
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\003_莫干山_酒店民宿房间__S_V006_S027_待人工确认.mp4,03_住宿空间\酒店民宿房间\003_莫干山_酒店民宿房间__S_V006_S027_待人工确认.mp4,720,608,1.633,0.09,2026-07-03T14:18:54
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\006_莫干山_酒店民宿房间__S_V007_S016.mp4,03_住宿空间\酒店民宿房间\006_莫干山_酒店民宿房间__S_V007_S016.mp4,720,614,1.833,0.255,2026-07-03T14:18:59
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\007_莫干山_酒店民宿房间__S_V007_S017_待人工确认.mp4,03_住宿空间\酒店民宿房间\007_莫干山_酒店民宿房间__S_V007_S017_待人工确认.mp4,720,712,1.167,0.204,2026-07-03T14:19:01
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\009_莫干山_酒店民宿房间__S_V010_S008.mp4,03_住宿空间\酒店民宿房间\009_莫干山_酒店民宿房间__S_V010_S008.mp4,720,464,1.1,0.122,2026-07-03T14:19:06
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\010_莫干山_酒店民宿房间__S_V010_S009.mp4,03_住宿空间\酒店民宿房间\010_莫干山_酒店民宿房间__S_V010_S009.mp4,720,402,0.833,0.128,2026-07-03T14:19:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\011_莫干山_酒店民宿房间__S_V013_S024.mp4,03_住宿空间\酒店民宿房间\011_莫干山_酒店民宿房间__S_V013_S024.mp4,720,632,1.2,0.445,2026-07-03T14:19:09
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\014_莫干山_酒店民宿房间__A_V014_S023_待人工确认.mp4,03_住宿空间\酒店民宿房间\014_莫干山_酒店民宿房间__A_V014_S023_待人工确认.mp4,2160,1434,1.0,0.373,2026-07-03T14:19:16
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\015_莫干山_酒店民宿房间__A_V014_S024_待人工确认.mp4,03_住宿空间\酒店民宿房间\015_莫干山_酒店民宿房间__A_V014_S024_待人工确认.mp4,2160,1074,1.133,0.242,2026-07-03T14:19:19
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\016_莫干山_酒店民宿房间__S_V016_S041.mp4,03_住宿空间\酒店民宿房间\016_莫干山_酒店民宿房间__S_V016_S041.mp4,1080,1076,1.367,0.506,2026-07-03T14:19:21
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\017_莫干山_酒店民宿房间__S_V016_S042.mp4,03_住宿空间\酒店民宿房间\017_莫干山_酒店民宿房间__S_V016_S042.mp4,1080,942,1.233,0.56,2026-07-03T14:19:23
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\019_莫干山_酒店民宿房间__S_V021_S007_待人工确认.mp4,03_住宿空间\酒店民宿房间\019_莫干山_酒店民宿房间__S_V021_S007_待人工确认.mp4,720,702,2.2,0.295,2026-07-03T14:19:27
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\020_莫干山_酒店民宿房间__S_V023_S030.mp4,03_住宿空间\酒店民宿房间\020_莫干山_酒店民宿房间__S_V023_S030.mp4,720,620,1.0,0.07,2026-07-03T14:19:29
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\03_住宿空间\酒店民宿房间\021_莫干山_酒店民宿房间__S_V023_S031.mp4,03_住宿空间\酒店民宿房间\021_莫干山_酒店民宿房间__S_V023_S031.mp4,720,548,0.6,0.14,2026-07-03T14:19:31
