library,path,relative_path,width,height,duration,size_mb,mtime
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\012_安吉_口播讲解__S_V011_S025.mp4,90_待人工分类\口播讲解\012_安吉_口播讲解__S_V011_S025.mp4,720,662,12.633,0.787,2026-07-03T14:12:45
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\013_安吉_口播讲解__S_V011_S028.mp4,90_待人工分类\口播讲解\013_安吉_口播讲解__S_V011_S028.mp4,720,662,15.1,1.067,2026-07-03T14:12:49
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\001_安吉_待复核画面__S_V001_S013.mp4,90_待人工分类\待复核画面\001_安吉_待复核画面__S_V001_S013.mp4,720,384,3.533,0.45,2026-07-03T14:12:59
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\002_安吉_待复核画面__S_V001_S018.mp4,90_待人工分类\待复核画面\002_安吉_待复核画面__S_V001_S018.mp4,720,446,0.5,0.205,2026-07-03T14:13:01
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\003_安吉_待复核画面__S_V001_S019.mp4,90_待人工分类\待复核画面\003_安吉_待复核画面__S_V001_S019.mp4,720,408,0.433,0.091,2026-07-03T14:13:03
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\004_安吉_待复核画面__S_V002_S012_待人工确认.mp4,90_待人工分类\待复核画面\004_安吉_待复核画面__S_V002_S012_待人工确认.mp4,720,404,0.467,0.135,2026-07-03T14:13:05
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\005_安吉_待复核画面__A_V002_S013.mp4,90_待人工分类\待复核画面\005_安吉_待复核画面__A_V002_S013.mp4,720,364,0.4,0.04,2026-07-03T14:13:06
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\006_安吉_待复核画面__A_V002_S014.mp4,90_待人工分类\待复核画面\006_安吉_待复核画面__A_V002_S014.mp4,720,364,0.5,0.041,2026-07-03T14:13:08
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\007_安吉_待复核画面__A_V002_S015.mp4,90_待人工分类\待复核画面\007_安吉_待复核画面__A_V002_S015.mp4,720,496,0.433,0.04,2026-07-03T14:13:09
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\008_安吉_待复核画面__A_V002_S016.mp4,90_待人工分类\待复核画面\008_安吉_待复核画面__A_V002_S016.mp4,720,364,0.5,0.041,2026-07-03T14:13:11
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\009_安吉_待复核画面__A_V002_S017.mp4,90_待人工分类\待复核画面\009_安吉_待复核画面__A_V002_S017.mp4,720,496,0.433,0.04,2026-07-03T14:13:13
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\010_安吉_待复核画面__A_V002_S018.mp4,90_待人工分类\待复核画面\010_安吉_待复核画面__A_V002_S018.mp4,720,364,0.467,0.041,2026-07-03T14:13:14
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\011_安吉_待复核画面__A_V004_S014.mp4,90_待人工分类\待复核画面\011_安吉_待复核画面__A_V004_S014.mp4,1080,750,0.4,0.036,2026-07-03T14:13:16
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\012_安吉_待复核画面__S_V004_S015.mp4,90_待人工分类\待复核画面\012_安吉_待复核画面__S_V004_S015.mp4,1080,682,0.5,0.129,2026-07-03T14:13:18
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\013_安吉_待复核画面__S_V010_S009.mp4,90_待人工分类\待复核画面\013_安吉_待复核画面__S_V010_S009.mp4,720,550,0.5,0.249,2026-07-03T14:13:20
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\014_安吉_待复核画面__S_V010_S010.mp4,90_待人工分类\待复核画面\014_安吉_待复核画面__S_V010_S010.mp4,720,448,0.467,0.184,2026-07-03T14:13:22
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\015_安吉_待复核画面__S_V010_S011.mp4,90_待人工分类\待复核画面\015_安吉_待复核画面__S_V010_S011.mp4,720,336,0.467,0.131,2026-07-03T14:13:24
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\016_安吉_待复核画面__S_V010_S013.mp4,90_待人工分类\待复核画面\016_安吉_待复核画面__S_V010_S013.mp4,720,454,0.467,0.156,2026-07-03T14:13:25
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\017_安吉_待复核画面__S_V010_S014.mp4,90_待人工分类\待复核画面\017_安吉_待复核画面__S_V010_S014.mp4,720,572,0.467,0.207,2026-07-03T14:13:27
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\待复核画面\018_安吉_待复核画面__S_V010_S015.mp4,90_待人工分类\待复核画面\018_安吉_待复核画面__S_V010_S015.mp4,720,530,0.467,0.286,2026-07-03T14:13:29
D:\Download\素材下载\团建视频\安吉智能镜头分类,D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\行程表截图\001_安吉_行程表截图__A_V002_S019.mp4,90_待人工分类\行程表截图\001_安吉_行程表截图__A_V002_S019.mp4,720,364,3.367,0.071,2026-07-03T14:13:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\001_莫干山_云海山景__A_V006_S001.mp4,01_环境空镜\云海山景\001_莫干山_云海山景__A_V006_S001.mp4,720,608,0.8,0.073,2026-07-03T14:13:33
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\002_莫干山_云海山景__A_V006_S002.mp4,01_环境空镜\云海山景\002_莫干山_云海山景__A_V006_S002.mp4,720,608,0.733,0.013,2026-07-03T14:13:35
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\003_莫干山_云海山景__S_V006_S008.mp4,01_环境空镜\云海山景\003_莫干山_云海山景__S_V006_S008.mp4,720,608,2.6,0.137,2026-07-03T14:13:37
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\004_莫干山_云海山景__S_V006_S009.mp4,01_环境空镜\云海山景\004_莫干山_云海山景__S_V006_S009.mp4,720,608,0.933,0.019,2026-07-03T14:13:39
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\005_莫干山_云海山景__S_V006_S019.mp4,01_环境空镜\云海山景\005_莫干山_云海山景__S_V006_S019.mp4,720,608,0.533,0.018,2026-07-03T14:13:41
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\006_莫干山_云海山景__A_V006_S022.mp4,01_环境空镜\云海山景\006_莫干山_云海山景__A_V006_S022.mp4,720,608,1.067,0.018,2026-07-03T14:13:42
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\007_莫干山_云海山景__S_V006_S033.mp4,01_环境空镜\云海山景\007_莫干山_云海山景__S_V006_S033.mp4,720,608,1.833,0.05,2026-07-03T14:13:44
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\009_莫干山_云海山景__S_V018_S002.mp4,01_环境空镜\云海山景\009_莫干山_云海山景__S_V018_S002.mp4,720,502,1.7,0.049,2026-07-03T14:13:47
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\010_莫干山_云海山景__S_V018_S026.mp4,01_环境空镜\云海山景\010_莫干山_云海山景__S_V018_S026.mp4,720,504,1.633,0.056,2026-07-03T14:13:48
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\011_莫干山_云海山景__S_V022_S001_待人工确认.mp4,01_环境空镜\云海山景\011_莫干山_云海山景__S_V022_S001_待人工确认.mp4,720,498,1.4,0.103,2026-07-03T14:13:50
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\012_莫干山_云海山景__S_V022_S004.mp4,01_环境空镜\云海山景\012_莫干山_云海山景__S_V022_S004.mp4,720,498,0.9,0.046,2026-07-03T14:13:51
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\013_莫干山_云海山景__S_V022_S010.mp4,01_环境空镜\云海山景\013_莫干山_云海山景__S_V022_S010.mp4,720,496,1.167,0.063,2026-07-03T14:13:53
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\014_莫干山_云海山景__S_V024_S001.mp4,01_环境空镜\云海山景\014_莫干山_云海山景__S_V024_S001.mp4,720,508,1.133,0.137,2026-07-03T14:13:54
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\015_莫干山_云海山景__S_V024_S008.mp4,01_环境空镜\云海山景\015_莫干山_云海山景__S_V024_S008.mp4,720,504,2.033,0.068,2026-07-03T14:13:56
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\016_莫干山_云海山景__S_V024_S025.mp4,01_环境空镜\云海山景\016_莫干山_云海山景__S_V024_S025.mp4,720,504,1.7,0.063,2026-07-03T14:13:58
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\017_莫干山_云海山景__S_V024_S043.mp4,01_环境空镜\云海山景\017_莫干山_云海山景__S_V024_S043.mp4,720,504,2.3,0.117,2026-07-03T14:14:00
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\018_莫干山_云海山景__S_V025_S001.mp4,01_环境空镜\云海山景\018_莫干山_云海山景__S_V025_S001.mp4,1080,708,2.533,0.238,2026-07-03T14:14:03
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\019_莫干山_云海山景__A_V025_S004.mp4,01_环境空镜\云海山景\019_莫干山_云海山景__A_V025_S004.mp4,1080,708,1.067,0.174,2026-07-03T14:14:05
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\020_莫干山_云海山景__A_V025_S028.mp4,01_环境空镜\云海山景\020_莫干山_云海山景__A_V025_S028.mp4,1080,706,0.7,0.056,2026-07-03T14:14:07
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\021_莫干山_云海山景__B_V025_S029.mp4,01_环境空镜\云海山景\021_莫干山_云海山景__B_V025_S029.mp4,1080,710,1.533,0.147,2026-07-03T14:14:09
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\022_莫干山_云海山景__A_V025_S030.mp4,01_环境空镜\云海山景\022_莫干山_云海山景__A_V025_S030.mp4,1080,706,1.5,0.134,2026-07-03T14:14:11
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\云海山景\023_莫干山_云海山景__A_V025_S031.mp4,01_环境空镜\云海山景\023_莫干山_云海山景__A_V025_S031.mp4,1080,706,2.5,0.281,2026-07-03T14:14:13
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\001_莫干山_峡谷瀑布空镜__S_V005_S051.mp4,01_环境空镜\峡谷瀑布空镜\001_莫干山_峡谷瀑布空镜__S_V005_S051.mp4,720,676,0.9,0.425,2026-07-03T14:14:15
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\002_莫干山_峡谷瀑布空镜__A_V022_S003.mp4,01_环境空镜\峡谷瀑布空镜\002_莫干山_峡谷瀑布空镜__A_V022_S003.mp4,720,472,1.067,0.114,2026-07-03T14:14:17
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\003_莫干山_峡谷瀑布空镜__A_V022_S028.mp4,01_环境空镜\峡谷瀑布空镜\003_莫干山_峡谷瀑布空镜__A_V022_S028.mp4,720,498,1.9,0.421,2026-07-03T14:14:18
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\004_莫干山_峡谷瀑布空镜__S_V022_S029.mp4,01_环境空镜\峡谷瀑布空镜\004_莫干山_峡谷瀑布空镜__S_V022_S029.mp4,720,360,1.8,0.533,2026-07-03T14:14:20
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\005_莫干山_峡谷瀑布空镜__S_V022_S030.mp4,01_环境空镜\峡谷瀑布空镜\005_莫干山_峡谷瀑布空镜__S_V022_S030.mp4,720,482,1.6,0.355,2026-07-03T14:14:22
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\006_莫干山_峡谷瀑布空镜__S_V023_S006.mp4,01_环境空镜\峡谷瀑布空镜\006_莫干山_峡谷瀑布空镜__S_V023_S006.mp4,720,616,1.2,0.576,2026-07-03T14:14:24
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\峡谷瀑布空镜\007_莫干山_峡谷瀑布空镜__S_V023_S010.mp4,01_环境空镜\峡谷瀑布空镜\007_莫干山_峡谷瀑布空镜__S_V023_S010.mp4,720,662,2.1,0.772,2026-07-03T14:14:27
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\001_莫干山_庾村小镇__S_V012_S001.mp4,01_环境空镜\庾村小镇\001_莫干山_庾村小镇__S_V012_S001.mp4,720,598,6.8,0.492,2026-07-03T14:14:30
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\002_莫干山_庾村小镇__S_V013_S022.mp4,01_环境空镜\庾村小镇\002_莫干山_庾村小镇__S_V013_S022.mp4,720,616,1.8,0.494,2026-07-03T14:14:32
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\003_莫干山_庾村小镇__S_V013_S023.mp4,01_环境空镜\庾村小镇\003_莫干山_庾村小镇__S_V013_S023.mp4,720,622,0.833,0.119,2026-07-03T14:14:34
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\004_莫干山_庾村小镇__A_V014_S016.mp4,01_环境空镜\庾村小镇\004_莫干山_庾村小镇__A_V014_S016.mp4,2160,1470,3.4,0.949,2026-07-03T14:14:41
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\005_莫干山_庾村小镇__S_V015_S005.mp4,01_环境空镜\庾村小镇\005_莫干山_庾村小镇__S_V015_S005.mp4,720,456,1.367,0.121,2026-07-03T14:14:43
D:\Download\素材下载\团建视频\莫干山智能镜头分类,D:\Download\素材下载\团建视频\莫干山智能镜头分类\01_环境空镜\庾村小镇\006_莫干山_庾村小镇__S_V015_S006.mp4,01_环境空镜\庾村小镇\006_莫干山_庾村小镇__S_V015_S006.mp4,720,572,1.533,0.169,2026-07-03T14:14:45
