"path","source_video","method","status","time"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\001_安吉_采摘体验__S_V004_S016.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\001_安吉_采摘体验__S_V004_S016.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:03"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\002_安吉_采摘体验__S_V004_S017.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采摘体验\002_安吉_采摘体验__S_V004_S017.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:03"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采茶体验\001_安吉_采茶体验__S_V003_S023.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\采茶体验\001_安吉_采茶体验__S_V003_S023.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:03"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\001_安吉_高山游乐__S_V001_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\001_安吉_高山游乐__S_V001_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:03"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\002_安吉_高山游乐__S_V001_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\002_安吉_高山游乐__S_V001_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\003_安吉_高山游乐__S_V002_S021.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\003_安吉_高山游乐__S_V002_S021.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\004_安吉_高山游乐__S_V003_S014.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\004_安吉_高山游乐__S_V003_S014.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\005_安吉_高山游乐__S_V003_S015.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\005_安吉_高山游乐__S_V003_S015.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\006_安吉_高山游乐__S_V003_S016.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\006_安吉_高山游乐__S_V003_S016.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\007_安吉_高山游乐__S_V003_S017.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\007_安吉_高山游乐__S_V003_S017.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\008_安吉_高山游乐__S_V003_S018.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\008_安吉_高山游乐__S_V003_S018.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\009_安吉_高山游乐__S_V003_S019.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\009_安吉_高山游乐__S_V003_S019.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\010_安吉_高山游乐__S_V003_S020.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\010_安吉_高山游乐__S_V003_S020.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\011_安吉_高山游乐__S_V003_S021.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\011_安吉_高山游乐__S_V003_S021.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\012_安吉_高山游乐__S_V004_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\012_安吉_高山游乐__S_V004_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\013_安吉_高山游乐__S_V004_S003.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\013_安吉_高山游乐__S_V004_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\014_安吉_高山游乐__S_V004_S004.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\014_安吉_高山游乐__S_V004_S004.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\015_安吉_高山游乐__S_V009_S012.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\015_安吉_高山游乐__S_V009_S012.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\016_安吉_高山游乐__S_V009_S013.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\016_安吉_高山游乐__S_V009_S013.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:04"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\018_安吉_高山游乐__S_V009_S015.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\018_安吉_高山游乐__S_V009_S015.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\019_安吉_高山游乐__S_V010_S019.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\019_安吉_高山游乐__S_V010_S019.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\020_安吉_高山游乐__S_V010_S020.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\020_安吉_高山游乐__S_V010_S020.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\021_安吉_高山游乐__S_V010_S030.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\021_安吉_高山游乐__S_V010_S030.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\022_安吉_高山游乐__S_V010_S031.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\022_安吉_高山游乐__S_V010_S031.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\023_安吉_高山游乐__S_V010_S034.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\05_项目活动\高山游乐\023_安吉_高山游乐__S_V010_S034.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队会议\001_安吉_团队会议__S_V009_S017.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队会议\001_安吉_团队会议__S_V009_S017.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队合照\001_安吉_团队合照__S_V010_S037.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队合照\001_安吉_团队合照__S_V010_S037.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\001_安吉_团队游戏挑战__S_V006_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\001_安吉_团队游戏挑战__S_V006_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\002_安吉_团队游戏挑战__S_V006_S003.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\002_安吉_团队游戏挑战__S_V006_S003.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\003_安吉_团队游戏挑战__S_V006_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\003_安吉_团队游戏挑战__S_V006_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\004_安吉_团队游戏挑战__S_V006_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\004_安吉_团队游戏挑战__S_V006_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\005_安吉_团队游戏挑战__S_V006_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\005_安吉_团队游戏挑战__S_V006_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\006_安吉_团队游戏挑战__S_V006_S012.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\006_安吉_团队游戏挑战__S_V006_S012.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\008_安吉_团队游戏挑战__S_V006_S014.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\008_安吉_团队游戏挑战__S_V006_S014.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\009_安吉_团队游戏挑战__S_V006_S015.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\009_安吉_团队游戏挑战__S_V006_S015.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\011_安吉_团队游戏挑战__S_V008_S019.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\011_安吉_团队游戏挑战__S_V008_S019.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\012_安吉_团队游戏挑战__S_V010_S036.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\团队游戏挑战\012_安吉_团队游戏挑战__S_V010_S036.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:05"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\001_安吉_夜间团队互动__S_V008_S027.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\001_安吉_夜间团队互动__S_V008_S027.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\002_安吉_夜间团队互动__S_V008_S028.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\002_安吉_夜间团队互动__S_V008_S028.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\004_安吉_夜间团队互动__S_V008_S042.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\06_团队互动\夜间团队互动\004_安吉_夜间团队互动__S_V008_S042.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\001_安吉_夜间娱乐__S_V003_S013.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\001_安吉_夜间娱乐__S_V003_S013.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\002_安吉_夜间娱乐__A_V004_S025.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\002_安吉_夜间娱乐__A_V004_S025.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\003_安吉_夜间娱乐__S_V004_S026.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\003_安吉_夜间娱乐__S_V004_S026.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\004_安吉_夜间娱乐__S_V008_S025.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\004_安吉_夜间娱乐__S_V008_S025.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\005_安吉_夜间娱乐__S_V008_S044.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\005_安吉_夜间娱乐__S_V008_S044.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\006_安吉_夜间娱乐__S_V010_S025.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\006_安吉_夜间娱乐__S_V010_S025.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\007_安吉_夜间娱乐__S_V011_S029.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\夜间娱乐\007_安吉_夜间娱乐__S_V011_S029.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\001_安吉_烟花__A_V006_S025.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\001_安吉_烟花__A_V006_S025.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\002_安吉_烟花__S_V006_S026.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\002_安吉_烟花__S_V006_S026.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\003_安吉_烟花__A_V006_S027.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烟花\003_安吉_烟花__A_V006_S027.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\001_安吉_烧烤__S_V003_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\001_安吉_烧烤__S_V003_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\002_安吉_烧烤__S_V006_S023.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\002_安吉_烧烤__S_V006_S023.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:06"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\004_安吉_烧烤__S_V009_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\004_安吉_烧烤__S_V009_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\005_安吉_烧烤__S_V010_S021.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\005_安吉_烧烤__S_V010_S021.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\006_安吉_烧烤__S_V010_S022.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\006_安吉_烧烤__S_V010_S022.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\007_安吉_烧烤__S_V010_S023.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\007_安吉_烧烤__S_V010_S023.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\008_安吉_烧烤__S_V010_S024.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\烧烤\008_安吉_烧烤__S_V010_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\001_安吉_篝火__B_V003_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\001_安吉_篝火__B_V003_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\002_安吉_篝火__B_V003_S011.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\002_安吉_篝火__B_V003_S011.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\003_安吉_篝火__S_V004_S024.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\003_安吉_篝火__S_V004_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\004_安吉_篝火__B_V006_S021.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\004_安吉_篝火__B_V006_S021.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\005_安吉_篝火__B_V006_S022.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\005_安吉_篝火__B_V006_S022.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\006_安吉_篝火__S_V009_S005.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\006_安吉_篝火__S_V009_S005.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:07"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\007_安吉_篝火__S_V009_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\007_安吉_篝火__S_V009_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\008_安吉_篝火__S_V010_S026.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\篝火\008_安吉_篝火__S_V010_S026.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\001_安吉_露营__S_V003_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\001_安吉_露营__S_V003_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\002_安吉_露营__S_V006_S002.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\002_安吉_露营__S_V006_S002.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\003_安吉_露营__S_V006_S011_待人工确认.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\003_安吉_露营__S_V006_S011_待人工确认.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\004_安吉_露营__S_V006_S033.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\004_安吉_露营__S_V006_S033.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\005_安吉_露营__S_V006_S034.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\005_安吉_露营__S_V006_S034.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\006_安吉_露营__S_V008_S008.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\006_安吉_露营__S_V008_S008.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\007_安吉_露营__S_V009_S019.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\007_安吉_露营__S_V009_S019.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\008_安吉_露营__S_V009_S020.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营\008_安吉_露营__S_V009_S020.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\001_安吉_露营吃东西__S_V001_S023.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\001_安吉_露营吃东西__S_V001_S023.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\002_安吉_露营吃东西__S_V008_S024.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\002_安吉_露营吃东西__S_V008_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\003_安吉_露营吃东西__S_V009_S011.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\07_烧烤露营夜场\露营吃东西\003_安吉_露营吃东西__S_V009_S011.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\001_安吉_开心反应__S_V006_S006.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\001_安吉_开心反应__S_V006_S006.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\002_安吉_开心反应__S_V009_S010.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\08_人物反应\开心反应\002_安吉_开心反应__S_V009_S010.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\菜品特写\001_安吉_菜品特写__S_V004_S020.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\菜品特写\001_安吉_菜品特写__S_V004_S020.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\饮品特写\001_安吉_饮品特写__A_V001_S024.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\09_细节特写\饮品特写\001_安吉_饮品特写__A_V001_S024.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\10_收尾返程\早餐返程收尾\001_安吉_早餐返程收尾__S_V008_S031.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\10_收尾返程\早餐返程收尾\001_安吉_早餐返程收尾__S_V008_S031.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\001_安吉_口播讲解__S_V011_S001.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\001_安吉_口播讲解__S_V011_S001.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\003_安吉_口播讲解__S_V011_S009.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\003_安吉_口播讲解__S_V011_S009.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\006_安吉_口播讲解__S_V011_S014.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\006_安吉_口播讲解__S_V011_S014.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\007_安吉_口播讲解__S_V011_S015.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\007_安吉_口播讲解__S_V011_S015.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:08"
"D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\009_安吉_口播讲解__S_V011_S018.mp4","D:\Download\素材下载\团建视频\安吉智能镜头分类\90_待人工分类\口播讲解\009_安吉_口播讲解__S_V011_S018.mp4","recycle","deleted_to_recycle","2026-07-03T21:41:09"
