"name","output","confidence","rect","reason"
"016_莫干山_夜间娱乐__S_V023_S040.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\夜间娱乐\裁切废料\016_莫干山_夜间娱乐__S_V023_S040__裁切废料.mp4","0.82","@{x=0; y=5.14; w=100; h=67.514}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.1% h=67.5%（含黑边检测）"
"001_莫干山_烟花__S_V005_S034.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烟花\裁切废料\001_莫干山_烟花__S_V005_S034__裁切废料.mp4","0.7","@{x=0; y=3.21; w=100; h=67.073}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.2% h=67.1%（含黑边检测）"
"003_莫干山_烟花__S_V016_S038.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烟花\裁切废料\003_莫干山_烟花__S_V016_S038__裁切废料.mp4","0.95","@{x=0; y=2.801; w=100; h=78.309}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=2.8% h=78.3%（含黑边检测）"
"004_莫干山_烤全羊__S_V016_S033.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烤全羊\裁切废料\004_莫干山_烤全羊__S_V016_S033__裁切废料.mp4","0.7","@{x=0; y=17.864; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=45.0%（含黑边检测）"
"001_莫干山_烧烤__S_V001_S019.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\001_莫干山_烧烤__S_V001_S019__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=77.118}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.1%（含黑边检测）"
"003_莫干山_烧烤__S_V001_S022.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\003_莫干山_烧烤__S_V001_S022__裁切废料.mp4","0.86","@{x=0; y=4.409; w=100; h=70.032}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.4% h=70.0%（含黑边检测）"
"005_莫干山_烧烤__S_V005_S029.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\005_莫干山_烧烤__S_V005_S029__裁切废料.mp4","0.86","@{x=0; y=17.852; w=100; h=59.567}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=59.6%（含黑边检测）"
"006_莫干山_烧烤__S_V005_S030.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\006_莫干山_烧烤__S_V005_S030__裁切废料.mp4","0.7","@{x=0; y=6.271; w=100; h=74.373}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=74.4%（含黑边检测）"
"007_莫干山_烧烤__S_V005_S031.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\007_莫干山_烧烤__S_V005_S031__裁切废料.mp4","0.7","@{x=0; y=17.906; w=100; h=58.328}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=58.3%（含黑边检测）"
"008_莫干山_烧烤__A_V006_S013.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\008_莫干山_烧烤__A_V006_S013__裁切废料.mp4","0.86","@{x=0; y=0.0; w=100; h=74.78}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.8%（含黑边检测）"
"011_莫干山_烧烤__S_V013_S014.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\011_莫干山_烧烤__S_V013_S014__裁切废料.mp4","0.74","@{x=0; y=15.06; w=100; h=64.835}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.1% h=64.8%（含黑边检测）"
"012_莫干山_烧烤__S_V013_S015.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\012_莫干山_烧烤__S_V013_S015__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"014_莫干山_烧烤__S_V016_S037.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\014_莫干山_烧烤__S_V016_S037__裁切废料.mp4","0.86","@{x=0; y=3.938; w=100; h=58.199}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=3.9% h=58.2%（含黑边检测）"
"015_莫干山_烧烤__S_V021_S024.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\015_莫干山_烧烤__S_V021_S024__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=62.059}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.1%（含黑边检测）"
"017_莫干山_烧烤__S_V021_S026.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\017_莫干山_烧烤__S_V021_S026__裁切废料.mp4","0.7","@{x=0; y=14.877; w=100; h=47.052}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.9% h=47.1%（含黑边检测）"
"019_莫干山_烧烤__S_V023_S025.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\019_莫干山_烧烤__S_V023_S025__裁切废料.mp4","0.7","@{x=0; y=6.296; w=100; h=68.667}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=68.7%（含黑边检测）"
"020_莫干山_烧烤__S_V023_S027.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\烧烤\裁切废料\020_莫干山_烧烤__S_V023_S027__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=63.876}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=63.9%（含黑边检测）"
"001_莫干山_篝火__A_V001_S003.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\001_莫干山_篝火__A_V001_S003__裁切废料.mp4","0.82","@{x=0; y=4.174; w=100; h=72.956}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=73.0%（含黑边检测）"
"002_莫干山_篝火__A_V001_S021.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\002_莫干山_篝火__A_V001_S021__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=67.984}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=68.0%（含黑边检测）"
"003_莫干山_篝火__A_V001_S023.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\003_莫干山_篝火__A_V001_S023__裁切废料.mp4","0.82","@{x=0; y=6.397; w=100; h=57.758}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.4% h=57.8%（含黑边检测）"
"004_莫干山_篝火__A_V005_S032.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\004_莫干山_篝火__A_V005_S032__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=64.839}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=64.8%（含黑边检测）"
"005_莫干山_篝火__S_V005_S033.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\005_莫干山_篝火__S_V005_S033__裁切废料.mp4","0.82","@{x=0; y=14.167; w=100; h=50.166}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=14.2% h=50.2%（含黑边检测）"
"013_莫干山_篝火__S_V021_S041.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\013_莫干山_篝火__S_V021_S041__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=76.277}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.3%（含黑边检测）"
"014_莫干山_篝火__A_V023_S028.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\篝火\裁切废料\014_莫干山_篝火__A_V023_S028__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=69.383}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=69.4%（含黑边检测）"
"001_莫干山_露营__S_V006_S024.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\001_莫干山_露营__S_V006_S024__裁切废料.mp4","0.7","@{x=0; y=0.0; w=100; h=75.502}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.5%（含黑边检测）"
"005_莫干山_露营__S_V016_S031.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\005_莫干山_露营__S_V016_S031__裁切废料.mp4","0.9","@{x=0; y=0.0; w=100; h=79.27}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.3%（含黑边检测）"
"009_莫干山_露营__S_V021_S008.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\009_莫干山_露营__S_V021_S008__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=79.615}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=79.6%（含黑边检测）"
"010_莫干山_露营__S_V023_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\010_莫干山_露营__S_V023_S007__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=77.156}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.2%（含黑边检测）"
"011_莫干山_露营__S_V023_S020.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营\裁切废料\011_莫干山_露营__S_V023_S020__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=77.156}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.2%（含黑边检测）"
"001_莫干山_露营吃东西__S_V001_S004.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\001_莫干山_露营吃东西__S_V001_S004__裁切废料.mp4","0.86","@{x=0; y=4.205; w=100; h=58.051}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=58.1%（含黑边检测）"
"002_莫干山_露营吃东西__S_V006_S025.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\002_莫干山_露营吃东西__S_V006_S025__裁切废料.mp4","0.7","@{x=0; y=0.0; w=100; h=77.307}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.3%（含黑边检测）"
"003_莫干山_露营吃东西__S_V006_S032.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\003_莫干山_露营吃东西__S_V006_S032__裁切废料.mp4","0.7","@{x=0; y=0.0; w=100; h=70.628}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=70.6%（含黑边检测）"
"004_莫干山_露营吃东西__S_V007_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\004_莫干山_露营吃东西__S_V007_S002__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=75.505}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.5%（含黑边检测）"
"005_莫干山_露营吃东西__S_V007_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\005_莫干山_露营吃东西__S_V007_S007__裁切废料.mp4","0.82","@{x=0; y=4.212; w=100; h=69.832}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.2% h=69.8%（含黑边检测）"
"009_莫干山_露营吃东西__A_V016_S036.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\009_莫干山_露营吃东西__A_V016_S036__裁切废料.mp4","0.74","@{x=0; y=10.072; w=100; h=66.752}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=10.1% h=66.8%（含黑边检测）"
"011_莫干山_露营吃东西__S_V021_S006.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\07_烧烤露营夜场\露营吃东西\裁切废料\011_莫干山_露营吃东西__S_V021_S006__裁切废料.mp4","0.58","@{x=0; y=17.893; w=100; h=50.784}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=17.9% h=50.8%（含黑边检测）"
"001_莫干山_图文海报__S_V009_S001.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\001_莫干山_图文海报__S_V009_S001__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=74.599}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=74.6%（含黑边检测）"
"002_莫干山_图文海报__S_V009_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\002_莫干山_图文海报__S_V009_S002__裁切废料.mp4","0.7","@{x=0; y=12.613; w=100; h=66.324}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=12.6% h=66.3%（含黑边检测）"
"003_莫干山_图文海报__S_V009_S003.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\003_莫干山_图文海报__S_V009_S003__裁切废料.mp4","0.95","@{x=0; y=15.614; w=100; h=57.737}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=57.7%（含黑边检测）"
"004_莫干山_图文海报__S_V009_S004.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\004_莫干山_图文海报__S_V009_S004__裁切废料.mp4","0.95","@{x=0; y=8.484; w=100; h=53.48}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.5% h=53.5%（含黑边检测）"
"005_莫干山_图文海报__S_V009_S005.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\005_莫干山_图文海报__S_V009_S005__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=76.414}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=76.4%（含黑边检测）"
"006_莫干山_图文海报__S_V009_S006.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\006_莫干山_图文海报__S_V009_S006__裁切废料.mp4","0.95","@{x=0; y=15.64; w=100; h=56.613}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=56.6%（含黑边检测）"
"007_莫干山_图文海报__S_V009_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\007_莫干山_图文海报__S_V009_S007__裁切废料.mp4","0.95","@{x=0; y=15.64; w=100; h=55.349}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.6% h=55.3%（含黑边检测）"
"009_莫干山_图文海报__S_V009_S009.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\009_莫干山_图文海报__S_V009_S009__裁切废料.mp4","0.86","@{x=0; y=16.182; w=100; h=45.782}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.2% h=45.8%（含黑边检测）"
"011_莫干山_图文海报__S_V009_S011.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\011_莫干山_图文海报__S_V009_S011__裁切废料.mp4","0.7","@{x=0; y=7.971; w=100; h=54.101}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=8.0% h=54.1%（含黑边检测）"
"012_莫干山_图文海报__S_V009_S012.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\012_莫干山_图文海报__S_V009_S012__裁切废料.mp4","0.7","@{x=0; y=16.362; w=100; h=46.504}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=16.4% h=46.5%（含黑边检测）"
"013_莫干山_图文海报__S_V009_S013.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\013_莫干山_图文海报__S_V009_S013__裁切废料.mp4","0.7","@{x=0; y=15.884; w=100; h=53.3}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.9% h=53.3%（含黑边检测）"
"014_莫干山_图文海报__S_V009_S014.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\014_莫干山_图文海报__S_V009_S014__裁切废料.mp4","0.86","@{x=0; y=5.415; w=100; h=56.549}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.4% h=56.5%（含黑边检测）"
"016_莫干山_图文海报__S_V009_S016.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\016_莫干山_图文海报__S_V009_S016__裁切废料.mp4","0.86","@{x=0; y=5.957; w=100; h=56.007}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.0% h=56.0%（含黑边检测）"
"017_莫干山_图文海报__S_V012_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\图文海报\裁切废料\017_莫干山_图文海报__S_V012_S002__裁切废料.mp4","0.86","@{x=0; y=0.0; w=100; h=75.367}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=75.4%（含黑边检测）"
"010_莫干山_方案讲解__S_V004_S010.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\010_莫干山_方案讲解__S_V004_S010__裁切废料.mp4","0.95","@{x=0; y=17.993; w=100; h=60.547}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=60.5%（含黑边检测）"
"012_莫干山_方案讲解__S_V004_S012.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\012_莫干山_方案讲解__S_V004_S012__裁切废料.mp4","0.86","@{x=0; y=5.977; w=100; h=73.438}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.0% h=73.4%（含黑边检测）"
"013_莫干山_方案讲解__S_V004_S017.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\013_莫干山_方案讲解__S_V004_S017__裁切废料.mp4","0.7","@{x=0; y=5.776; w=100; h=61.964}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.8% h=62.0%（含黑边检测）"
"014_莫干山_方案讲解__S_V004_S018.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\014_莫干山_方案讲解__S_V004_S018__裁切废料.mp4","0.7","@{x=0; y=6.498; w=100; h=55.466}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.5% h=55.5%（含黑边检测）"
"015_莫干山_方案讲解__S_V004_S019_待人工确认.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\015_莫干山_方案讲解__S_V004_S019_待人工确认__裁切废料.mp4","0.7","@{x=0; y=6.324; w=100; h=67.441}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.3% h=67.4%（含黑边检测）"
"016_莫干山_方案讲解__S_V004_S020.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\016_莫干山_方案讲解__S_V004_S020__裁切废料.mp4","0.7","@{x=0; y=6.726; w=100; h=70.495}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.7% h=70.5%（含黑边检测）"
"020_莫干山_方案讲解__S_V004_S024.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\020_莫干山_方案讲解__S_V004_S024__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=65.309}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=65.3%（含黑边检测）"
"021_莫干山_方案讲解__S_V004_S025.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\021_莫干山_方案讲解__S_V004_S025__裁切废料.mp4","0.86","@{x=0; y=7.317; w=100; h=65.798}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=7.3% h=65.8%（含黑边检测）"
"022_莫干山_方案讲解__S_V004_S026.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\022_莫干山_方案讲解__S_V004_S026__裁切废料.mp4","0.7","@{x=0; y=4.513; w=100; h=65.754}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.5% h=65.8%（含黑边检测）"
"023_莫干山_方案讲解__S_V004_S027.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\023_莫干山_方案讲解__S_V004_S027__裁切废料.mp4","0.86","@{x=0; y=5.795; w=100; h=66.695}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.8% h=66.7%（含黑边检测）"
"024_莫干山_方案讲解__S_V004_S028.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\024_莫干山_方案讲解__S_V004_S028__裁切废料.mp4","0.7","@{x=0; y=4.643; w=100; h=58.071}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.6% h=58.1%（含黑边检测）"
"025_莫干山_方案讲解__S_V004_S029.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\025_莫干山_方案讲解__S_V004_S029__裁切废料.mp4","0.86","@{x=0; y=5.684; w=100; h=72.764}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.7% h=72.8%（含黑边检测）"
"030_莫干山_方案讲解__S_V004_S034.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\030_莫干山_方案讲解__S_V004_S034__裁切废料.mp4","0.7","@{x=0; y=5.893; w=100; h=71.286}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.9% h=71.3%（含黑边检测）"
"031_莫干山_方案讲解__S_V004_S035.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\方案讲解\裁切废料\031_莫干山_方案讲解__S_V004_S035__裁切废料.mp4","0.95","@{x=0; y=5.0; w=100; h=68.481}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=5.0% h=68.5%（含黑边检测）"
"001_莫干山_待人工分类_裁剪分割__CV002_S001.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\001_莫干山_待人工分类_裁剪分割__CV002_S001__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"002_莫干山_待人工分类_裁剪分割__CV002_S002.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\002_莫干山_待人工分类_裁剪分割__CV002_S002__裁切废料.mp4","0.95","@{x=0; y=15.046; w=100; h=60.8}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=15.0% h=60.8%（含黑边检测）"
"003_莫干山_待人工分类_裁剪分割__CV002_S003.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\003_莫干山_待人工分类_裁剪分割__CV002_S003__裁切废料.mp4","0.82","@{x=0; y=4.103; w=100; h=69.521}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=4.1% h=69.5%（含黑边检测）"
"004_莫干山_待人工分类_裁剪分割__CV002_S004.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\004_莫干山_待人工分类_裁剪分割__CV002_S004__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=77.726}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=77.7%（含黑边检测）"
"005_莫干山_待人工分类_裁剪分割__CV002_S005.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\005_莫干山_待人工分类_裁剪分割__CV002_S005__裁切废料.mp4","0.58","@{x=0; y=0.0; w=100; h=62.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"006_莫干山_待人工分类_裁剪分割__CV002_S006.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\006_莫干山_待人工分类_裁剪分割__CV002_S006__裁切废料.mp4","0.74","@{x=0; y=0.0; w=100; h=62.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=0.0% h=62.0%（含黑边检测）"
"007_莫干山_待人工分类_裁剪分割__CV002_S007.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\007_莫干山_待人工分类_裁剪分割__CV002_S007__裁切废料.mp4","0.86","@{x=0; y=18.0; w=100; h=45.0}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=45.0%（含黑边检测）"
"008_莫干山_待人工分类_裁剪分割__CV002_S008.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\008_莫干山_待人工分类_裁剪分割__CV002_S008__裁切废料.mp4","0.86","@{x=0; y=11.795; w=100; h=65.931}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=11.8% h=65.9%（含黑边检测）"
"009_莫干山_待人工分类_裁剪分割__CV002_S009.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\009_莫干山_待人工分类_裁剪分割__CV002_S009__裁切废料.mp4","0.95","@{x=0; y=6.154; w=100; h=64.222}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.2% h=64.2%（含黑边检测）"
"010_莫干山_待人工分类_裁剪分割__CV002_S010.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\010_莫干山_待人工分类_裁剪分割__CV002_S010__裁切废料.mp4","0.86","@{x=0; y=5.983; w=100; h=74.649}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=6.0% h=74.6%（含黑边检测）"
"011_莫干山_待人工分类_裁剪分割__CV002_S011.mp4","D:\Download\素材下载\团建视频\莫干山智能镜头分类\90_待人工分类\裁剪分割待复核\裁切废料\011_莫干山_待人工分类_裁剪分割__CV002_S011__裁切废料.mp4","0.9","@{x=0; y=17.952; w=100; h=56.698}","裁剪完成，已输出新素材；原分镜未覆盖；保留区域 y=18.0% h=56.7%（含黑边检测）"
